Zone,Préfecture/Province,Arrondissement/Commune,Famille des consistances,Consistance,Affectation,Superficie / étages,Valeur en DH/m²,CC-AF1,,,Immeubles construits,Construction à usage commercial,,*****,18000,Conservation_scrapee
CC-MS8TER,,,Terrain nu,Terrain nu équipé non immatriculé,,Inférieure à 200 m²,6000,,,,,,,,,CASA ELFIDA MERS SULTAN
CC-MS8TER,,,Terrain nu,Terrain nu équipé non immatriculé,,Supérieure ou égale à 200 m²,5000,,,,,,,,,CASA ELFIDA MERS SULTAN
CC-MS9,,,Immeubles construits,Construction à usage commercial,,*****,18000,,,,,,,,,CASA ELFIDA MERS SULTAN
CC-MS9,,,Immeubles construits,Construction à usage touristique,,*****,18000,,,,,,,,,CASA ELFIDA MERS SULTAN
CC-MS9,,,Immeubles construits,Construction équipements publics,,*****,800,,,,,,,,,CASA ELFIDA MERS SULTAN
CC-MS9,,,Immeubles construits,Construction socio-administratifs,,*****,800,,,,,,,,,CASA ELFIDA MERS SULTAN
CC-MS9,,,Immeubles construits,Appartement (fermé et sécurisé),,*****,13000,,,,,,,,,CASA ELFIDA MERS SULTAN
CC-MS9,,,Terrain nu,Terrain nu équipé,Activité commerciale,Supérieure ou égale à 200 m²,18000,,,,,,,,,CASA ELFIDA MERS SULTAN
CC-MS9,,,Terrain nu,Terrain nu équipé,Activité commerciale,Inférieure à 200 m²,19000,,,,,,,,,CASA ELFIDA MERS SULTAN
CC-MS9,,,Terrain nu,Terrain nu équipé,Activité touristique,Supérieure ou égale à 200 m²,18000,,,,,,,,,CASA ELFIDA MERS SULTAN
CC-MS9,,,Terrain nu,Terrain nu équipé,Activité touristique,Inférieure à 200 m²,19000,,,,,,,,,CASA ELFIDA MERS SULTAN
CC-MS9,,,Terrain nu,Terrain nu équipé,Equipements publics,*****,400,,,,,,,,,CASA ELFIDA MERS SULTAN
CC-MS9,,,Terrain nu,Terrain nu équipé,Espaces verts et voiries,*****,400,,,,,,,,,CASA ELFIDA MERS SULTAN
CC-MS9,,,Terrain nu,Terrain nu équipé,,Supérieur à 7 étages,18000,,,,,,,,,CASA ELFIDA MERS SULTAN
CC-MS9,,,Terrain nu,Terrain nu équipé,,*****,12000,,,,,,,,,CASA ELFIDA MERS SULTAN
CC-MS9,,,Terrain nu,Terrain nu équipé,,Inférieur ou égal à 2 étages,11000,,,,,,,,,CASA ELFIDA MERS SULTAN
CC-MS9,,,Terrain nu,Terrain nu équipé,Villa,Supérieure ou égale à 200 m²,10000,,,,,,,,,CASA ELFIDA MERS SULTAN
CC-MS9,,,Terrain nu,Terrain nu équipé,Villa,Inférieure à 200 m²,11000,,,,,,,,,CASA ELFIDA MERS SULTAN
CC-MS9,,,Terrain nu,Terrain nu équipé,Equipements socio-administratifs,*****,400,,,,,,,,,CASA ELFIDA MERS SULTAN
CC-MS9,,,Terrain nu,Terrain nu équipé,Villa Groupement d`habitation,Inférieure à 2000 m²,10000,,,,,,,,,CASA ELFIDA MERS SULTAN
CC-MS9,,,Terrain nu,Terrain nu équipé,Villa Groupement d`habitation,Supérieure ou égale à 2000 m² et inférieure à 10000 m²,8000,,,,,,,,,CASA ELFIDA MERS SULTAN
CC-MS9,,,Terrain nu,Terrain nu équipé,Villa Groupement d`habitation,Supérieure à 10000 m²,6000,,,,,,,,,CASA ELFIDA MERS SULTAN
CC-MS9,,,Terrain nu,Terrain nu équipé non immatriculé,,Inférieure à 200 m²,6000,,,,,,,,,CASA ELFIDA MERS SULTAN
