quartier,type_bien,prix_m2,etat,surface_m2,latitude,longitude,dist_tram_m,tram_500m,intersect_500m,tt_centre_min,tt_cfc_min,tt_maarif_min,tt_sidi_maarouf_min,tt_port_min,n_ecoles_500m,n_ecoles_1km,dist_ecole_m,n_banques_500m,n_banques_1km,dist_banque_m,n_malls_500m,n_malls_1km,dist_mall_m,dist_mer_m,dist_parc_m,n_parcs_1km,surface_verte_m2_1km,nuisance_route_500m,n_industries_500m,n_fuel_500m,haut standing,log_prix_m2,log_surface_m2
La Gironde,Appartement,14363.63636363636,Recent,110,33.58464011090044,-7.598587108942348,44.33881611788406,1,213,6.2,24.4,10.1,20.3,7.6,0,13,545.6081095220031,3,24,72.5692681118687,0,1,550.3274235991042,1946.525417446424,758.0235753831482,7,24521.4,3665.2,0,6,0,9.572455039210734,4.700480365792417
Les Princesses,Appartement,21728.3950617284,Recent,81,33.57721147609208,-7.645774297201039,941.5970605198521,0,383,8.8,13.6,3.8,13.1,16.6,2,27,280.5278988197193,12,57,123.6025503185999,0,1,524.6974990307676,3059.238696116983,683.5314743924454,1,1701.0,0.0,1,0,1,9.986375212341896,4.394449154672439
Les Princesses,Appartement,18878.5046728972,Recent,107,33.57761725893324,-7.646439293655543,994.9283640799651,0,347,8.9,13.7,4.0,13.3,16.7,3,27,265.0443354932364,10,58,60.3928611177295,0,1,507.1051987221687,3020.327597122585,754.1350590872973,1,852.3,0.0,1,0,1,9.845779234915481,4.672828834461906
Maarif Extension,Appartement,13366.33663366337,Recent,101,33.57836115468145,-7.641640395507569,956.736371192595,0,815,7.5,14.5,2.6,13.5,15.4,3,27,359.3172516997339,18,60,195.5946747159502,0,1,917.3204184575709,2922.128477111567,396.9912645903517,4,13849.6,1447.9,1,2,0,9.500494633573354,4.61512051684126
Maarif,Appartement,15966.38655462185,Recent,238,33.58172791461817,-7.629685984476872,487.7334231372328,1,401,4.0,17.3,1.1,15.2,12.1,6,13,350.3936324475113,18,83,104.5122939471099,0,0,1140.265844188212,2471.901796953875,270.6575726626166,9,223451.7,2277.5,0,3,0,9.67824095102514,5.472270673671475
Gauthier,Appartement,16284.40366972477,Recent,218,33.59043196570622,-7.628500601802275,650.0221303525399,0,264,2.7,20.0,3.6,18.2,9.8,5,19,109.9894882601625,18,88,122.8573861744654,1,2,200.3387661575649,1612.022638685522,496.1906011243625,8,307692.8,880.0,0,0,0,9.697963098662509,5.384495062789089
Sidi Bernoussi,Appartement,9638.55421686747,Recent,83,33.61785876154026,-7.499169549010975,1309.800842353244,0,159,36.1,54.8,40.8,49.8,29.5,4,11,294.2510880985163,2,12,247.6008080168391,0,1,654.3928421763767,2216.213886313022,127.9192292627712,3,29586.1,2072.0,1,0,0,9.173526398853467,4.418840607796598
Racine,Appartement,16995.07389162562,Recent,203,33.59096002975783,-7.636614779999673,1385.045309726915,0,895,5.0,19.1,3.7,18.0,11.8,6,30,111.841168826294,31,79,21.93658461502632,0,1,893.8582433423428,1567.799552622702,283.7872273111667,7,51657.1,3382.8,0,0,0,9.740678809965756,5.313205979041787
Californie,Appartement,15585.9375,Recent,128,33.54805285876717,-7.639939905887551,419.0959939723613,1,183,15.6,7.6,11.5,3.2,23.3,3,9,215.5301949054926,1,7,439.0678438709139,1,1,376.102748205084,6291.587671565449,380.1319606862909,14,19674.3,5583.8,0,1,0,9.654124344386483,4.852030263919617
Gauthier,Appartement,20394.73684210526,Recent,152,33.58846492069011,-7.630681582279397,799.0052930010111,0,447,3.3,19.1,2.8,17.4,10.8,5,21,344.735825102951,30,94,164.6426752121018,1,1,498.071924630212,1978.452587102357,461.1596706435594,9,294122.5,2556.7,0,2,1,9.923032148609098,5.023880520846276
Belvedere (Roches Noires),Appartement,10714.28571428571,Recent,112,33.59538782664701,-7.595463880891102,304.3224340770342,1,172,7.2,27.5,12.0,23.8,4.2,2,2,289.5369350886448,4,23,120.8701034730846,0,0,1071.845828040121,867.0781469285747,323.5420422556899,5,32917.7,3228.0,0,4,0,9.279333243463133,4.718498871295094
Oulfa,Appartement,9340.65934065934,Recent,91,33.55602194754749,-7.677997052990756,1730.419457384932,0,322,20.6,6.3,15.5,11.6,28.5,8,19,205.2819448344447,7,22,140.7348891019272,0,0,1583.787022371894,3505.463033733031,722.7327117045244,2,176766.0,0.0,0,0,0,9.142132121949649,4.51085950651685
Les Princesses,Appartement,15094.33962264151,Recent,159,33.57641745477695,-7.648012092930506,903.2963856091912,0,321,9.5,13.1,4.5,12.9,17.3,5,23,73.98463960858808,18,52,114.4691995048177,1,1,309.7750166156191,3171.694286898502,876.4304927397228,1,852.3,1535.1,0,0,0,9.622075093097942,5.068904202220232
Belvedere (Roches Noires),Appartement,8415.841584158416,Recent,101,33.58650579306529,-7.599778066437296,191.9453669746183,1,200,5.7,24.5,9.9,20.6,7.0,0,15,581.111931064001,5,37,145.1748944589802,0,1,642.2055315504147,1734.017886964315,768.3104745927528,7,24022.8,4961.3,0,9,0,9.03787111162524,4.61512051684126
Hopitaux,Appartement,12152.77777777778,Recent,144,33.58002582591057,-7.624329098143515,44.43509072348488,1,365,3.6,17.8,2.6,15.1,11.5,5,18,108.4895898684926,14,56,87.49576764885506,0,0,1140.291986992964,2458.70321035199,245.9571128408272,8,236154.6,1775.4,0,2,0,9.405313046323696,4.969813299576001
Bourgogne (Anfa),Appartement,16044.77611940298,Recent,134,33.60394331427612,-7.637163088578735,2018.454675761869,0,344,7.2,23.2,8.1,22.5,10.6,2,18,394.0761510189085,6,12,338.0433458568704,0,0,1567.050643669487,160.7253449906959,100.161879970387,7,14191.1,3152.0,0,1,0,9.683138600152935,4.897839799950911
Palmier (Maarif),Appartement,14204.54545454545,Recent,176,33.58226477166301,-7.625602427490908,259.9002752100353,1,328,3.1,18.2,2.3,15.7,11.1,6,16,92.88735710231815,21,70,64.94424686625558,0,0,1005.387098549213,2260.018278618248,182.5673071292599,9,312478.5,2217.3,0,3,0,9.561317294800277,5.170483995038151
Californie,Appartement,12237.76223776224,Recent,143,33.54198776980668,-7.611632697072864,1961.662226339553,0,124,16.6,15.5,14.8,9.2,22.6,1,2,447.9078260867287,0,1,997.8851791390221,0,0,2230.475885859502,6596.457337000194,729.59323424091,4,6141.0,0.0,0,0,0,9.41228171563979,4.962844630259907
Californie,Appartement,16326.5306122449,Recent,98,33.53524475330251,-7.608440793916869,2533.497737737259,0,264,19.1,16.5,17.3,10.2,24.9,0,5,542.6331691433352,0,9,594.8263823002176,0,0,2692.888546061658,7366.556312996209,318.8381142784766,11,34172.8,1992.5,0,0,0,9.700546708539438,4.584967478670572
Hopitaux,Appartement,12025.3164556962,Recent,158,33.57093208202335,-7.617578540292612,190.7948561502684,1,193,6.5,17.1,5.7,13.2,13.3,4,16,260.2288544512595,7,22,144.0355614186841,0,1,836.3225871388478,3371.842206807398,791.5833752119518,3,147111.8,0.0,0,4,0,9.394769411109703,5.062595033026967
Maarif Extension,Appartement,17482.51748251748,Recent,143,33.58613191382972,-7.646137036522317,1914.097935261947,0,914,7.8,16.5,4.2,16.2,15.0,10,26,165.1687728801705,11,43,78.89324228913092,0,0,1359.820097593537,2078.938411396221,360.9054637517789,4,37938.3,2065.8,0,5,1,9.768956659578523,4.962844630259907
Belvedere (Roches Noires),Appartement,10784.3137254902,Recent,102,33.59158502205223,-7.600298450326139,336.5863418442524,1,258,5.5,25.6,10.2,22.0,5.2,0,7,651.5146731833913,16,45,123.5846466860759,0,1,927.2243064092482,1169.745305019187,284.5577961155354,5,32917.7,5204.8,0,8,0,9.285847924484328,4.624972813284271
Maarif Extension,Appartement,12019.23076923077,Recent,104,33.57945081382551,-7.642094277549857,1082.651411197751,0,817,7.5,14.8,2.6,13.9,15.3,5,27,239.3496957965904,11,63,174.6901212234718,0,1,946.8647020976159,2799.901659403225,514.930930622651,5,14659.1,636.2,1,1,0,9.394263210137112,4.644390899141372
Racine,Appartement,20476.19047619048,Recent,105,33.59269138620775,-7.640283343262486,1763.530976969887,0,696,6.2,19.2,4.6,18.5,12.5,8,29,220.5675633245286,18,66,59.28558438906445,0,0,1234.030353359273,1339.086797643837,423.9883398127768,8,37451.7,2288.7,0,1,1,9.927018049946323,4.653960350157523
Bourgogne (Anfa),Appartement,16483.51648351648,Recent,91,33.59211373897249,-7.633662114915206,1163.265331593549,0,425,4.2,19.8,3.9,18.5,10.8,8,30,216.5380879578636,21,77,142.8817693318516,0,1,617.5927040494878,1514.323427386569,517.8720877686176,8,127587.2,2871.4,0,0,0,9.710116159555588,4.51085950651685
Maarif Extension,Appartement,13636.36363636364,Recent,77,33.57848911678204,-7.641572839169394,965.8362393698085,0,824,7.5,14.6,2.5,13.6,15.4,3,28,345.4329508997384,17,61,180.9019282480365,0,1,929.6726818834238,2908.586442549034,402.7192818052313,4,13849.6,1456.3,1,3,0,9.520495300280022,4.343805421853684
Les Princesses,Appartement,16859.12240184758,Recent,433,33.57682205865684,-7.650792993993097,1059.163579509894,0,271,10.1,13.0,5.3,13.2,17.8,10,18,91.30936276841598,12,41,143.1521314292897,1,1,271.1611404833046,3061.77361582833,1136.889087885131,0,0.0,1900.1,0,1,0,9.73264717811613,6.07073772800249
Les Princesses,Appartement,17523.80952380952,Recent,105,33.58125056912355,-7.653053334872511,1589.319403776595,0,320,10.2,14.3,5.7,14.8,17.5,8,21,149.2653928205701,2,24,373.445015749489,0,1,800.8732441703551,2530.557991997555,1112.364906326545,0,0.0,2261.6,0,3,1,9.771315779427646,4.653960350157523
Ferme Bretonne,Appartement,18981.48148148148,Recent,108,33.56354383434013,-7.645105724318104,269.3654164770698,1,257,11.7,9.6,6.9,8.4,19.7,5,15,285.0651962427161,5,28,112.1964903519819,0,0,1302.137612047535,4569.498355133188,1006.454368026757,0,28494.4,2064.9,0,3,1,9.85121912399037,4.68213122712422
Gauthier,Appartement,19827.58620689655,Recent,116,33.58916940133009,-7.628488248038587,606.9712514138868,0,333,2.7,19.7,3.2,17.8,10.1,7,20,231.2859841619057,18,89,11.97832565855276,1,2,316.6784082887345,1718.744284466843,448.298669750036,8,304520.7,1482.1,0,2,1,9.894829489793013,4.753590191106364
Californie,Appartement,17716.53543307087,Recent,127,33.52953313422613,-7.611957363461983,2693.39482422609,0,308,20.9,15.9,18.8,9.7,26.9,1,1,462.1534155612965,4,5,238.0331730684453,0,0,3031.446370857069,7974.982242101507,456.7979757637411,11,36544.2,1334.0,0,0,1,9.782253687722012,4.844187086458591
Hopitaux,Appartement,10958.90410958904,Recent,146,33.58173379094614,-7.620929596961169,329.2643571627747,1,387,2.7,18.9,3.6,16.0,10.5,5,16,186.7865382543354,20,58,131.5555714180215,0,1,841.3266387931534,2203.411676112343,97.8741403604969,7,332069.4,1853.0,0,2,0,9.301907565501674,4.983606621708336
Racine,Appartement,20689.65517241379,Recent,203,33.58937437530536,-7.641220752850781,1779.31883343497,0,1201,6.3,18.0,3.8,17.3,13.2,10,26,31.03176189663528,25,66,76.95120872640607,0,0,1342.281225449299,1703.180909721755,160.2289661722167,4,31755.0,1990.0,0,1,1,9.937389104211809,5.313205979041787
Californie,Appartement,17105.26315789474,Recent,152,33.52765826902714,-7.614507719063783,2701.764501696287,0,225,21.5,15.4,19.2,9.3,27.7,1,1,274.1409311605447,1,5,131.1756354057269,0,0,2881.82752304548,8174.811578109914,202.0257690118884,8,31260.5,1781.4,0,0,0,9.747141482145434,5.023880520846276
Ain Sebaa,Appartement,9813.084112149532,Recent,107,33.60828451576565,-7.537362321026319,970.130130183274,0,110,24.6,43.6,29.3,38.8,18.3,2,10,71.2486970595335,6,11,114.4084996554345,0,0,2833.766939282702,1342.623964427765,288.5317894139519,2,34237.1,902.7,0,0,0,9.1914718876718,4.672828834461906
Belvedere (Roches Noires),Appartement,11724.13793103448,Recent,145,33.59412839522513,-7.591548261818311,420.87278291696,1,254,8.2,28.0,12.9,24.2,5.0,2,2,147.1867215280237,11,15,305.1642473088394,0,1,912.8597809972339,1193.887835885456,60.47261310442537,7,36062.1,2028.9,0,2,0,9.36940506660587,4.976733742420574
Ain Diab,Appartement,18421.05263157895,Recent,152,33.57978229495782,-7.678070239341011,325.2669291626365,1,183,17.3,13.8,13.0,17.2,24.3,5,10,312.7509177113723,1,7,461.6381142582732,0,0,2297.083357886308,1217.25569990382,475.6874630361759,4,40791.7,1599.4,0,1,1,9.821249454299156,5.023880520846276
Hopitaux,Appartement,11713.61502347418,Recent,213,33.57553118627283,-7.615743828195114,727.8503846676491,0,267,5.0,18.5,5.4,14.9,11.6,3,19,265.3286411973118,5,35,169.5484655341848,0,0,1211.518371911087,2859.715030833649,495.9682637762714,7,83816.7,0.0,0,5,0,9.36850712145833,5.361292165709425
Racine,Appartement,15294.11764705882,Recent,170,33.5922659675845,-7.635569170739715,1334.120018203882,0,571,4.8,19.6,4.0,18.5,11.3,6,29,160.5193275551151,26,78,111.786222550764,0,1,794.9898721819698,1449.475178928471,448.4022925231354,8,45056.8,3015.4,0,0,0,9.635223565941448,5.135798437050262
Gauthier,Appartement,16129.03225806452,Recent,217,33.58876247752251,-7.628423086560329,593.5616327516634,0,330,2.6,19.6,3.1,17.7,10.2,6,21,272.7710379441627,19,89,33.67098684998525,1,2,355.7469502396979,1750.707853907339,433.8144694735388,8,302623.7,1589.7,0,2,0,9.688376172919183,5.37989735354046
Val Fleury,Appartement,14919.35483870968,Recent,124,33.57527393600415,-7.637718579939197,494.9657071029024,1,559,7.3,14.2,2.3,12.5,15.3,6,16,124.647516683513,17,57,102.6799106272938,0,0,1172.730956372778,3285.277163985987,103.1211020482014,5,20879.3,2242.6,1,3,0,9.610414631449471,4.820281565605037
Nassim,Appartement,12040.81632653061,Recent,98,33.51924277940522,-7.665877871765298,1799.148891208356,0,79,27.8,7.7,23.4,9.6,35.7,1,3,350.5869436029586,0,0,1060.432225114659,0,0,1161.200355850331,7432.242891439747,365.8340678398298,3,3626.3,2006.2,0,0,0,9.396057517771276,4.584967478670572
Les Princesses,Appartement,17187.5,Recent,128,33.57685096211296,-7.646313460270842,908.9772417963496,0,302,9.0,13.4,4.0,13.0,16.8,2,27,216.7305911801551,13,58,98.85172877126962,1,1,460.7147638751842,3103.720808213109,725.2292467614305,1,1180.7,543.3,0,0,1,9.751937654408927,4.852030263919617
Ain Diab,Appartement,20915.03267973856,Recent,153,33.58460615213423,-7.680154429136893,319.4165598888781,1,181,17.7,15.6,13.6,19.0,24.3,0,5,829.7731493434384,1,3,183.5151302066773,0,0,2121.253687035313,657.5618441715311,1033.261110589375,0,0.0,256.0,0,0,1,9.94822344637752,5.030437921392435
Racine,Appartement,17000.0,Recent,240,33.59262738211948,-7.644955940973967,2179.581903919778,0,569,7.5,18.7,5.3,18.5,13.7,8,30,170.8798269061458,7,43,224.0157573337852,0,0,1665.205364489572,1349.752613620391,369.7048995064764,4,38333.6,3.7,0,1,0,9.740968623038354,5.480638923341991
Les Princesses,Appartement,16666.66666666667,Recent,120,33.57573275752141,-7.642182816776353,756.4210280528033,0,456,8.2,13.6,3.1,12.6,16.1,1,23,327.5513138506083,20,60,36.47015511482074,0,1,769.3513921247494,3212.323780673409,334.5810995195426,4,14506.3,1746.7,0,3,0,9.721165995742174,4.787491742782046
Hopitaux,Appartement,18055.55555555555,Recent,108,33.56981899672964,-7.616518338042558,143.7376317152766,1,194,6.9,17.2,6.1,13.1,13.6,3,14,210.4655140230528,6,25,120.7604511751349,0,1,913.9328629989707,3493.483634509433,634.9999366940177,1,117674.8,0.0,0,4,1,9.80120870341571,4.68213122712422
Les Princesses,Appartement,13030.30303030303,Recent,165,33.57757317763267,-7.647860595157588,1020.618651822207,0,281,9.2,13.5,4.4,13.3,17.0,5,26,193.1647174050906,10,52,58.11037186417234,1,1,419.5047304667702,3042.739514039885,880.9301888213126,1,852.3,1207.5,0,0,0,9.475032926203266,5.10594547390058
Maarif Extension,Appartement,8441.558441558442,Recent,154,33.57896596400088,-7.639201821047867,927.407507846689,0,812,6.8,15.0,1.8,13.8,14.7,4,22,152.8592805872905,18,65,84.8894707071256,0,0,1148.916036159391,2866.187217793078,349.5083587646153,5,17136.9,2227.3,2,2,0,9.040922220018135,5.03695260241363
Lekrimat,Appartement,14566.92913385827,Recent,127,33.53796011980493,-7.617438607413423,1684.691485524775,0,148,17.9,13.8,15.5,7.5,24.3,1,2,280.2683477587869,0,4,586.3659877346478,0,0,2265.754005785544,7030.593538476027,487.7228079473928,4,16168.1,2089.9,0,0,0,9.586509110595916,4.844187086458591
Californie,Appartement,15765.76576576577,Recent,111,33.54403793323111,-7.64212890682573,368.5743630777401,1,237,17.1,6.7,13.0,1.6,24.8,1,9,297.4247189990856,5,7,262.0019224575584,1,2,167.4671223442447,6730.183140142685,16.40421990608498,13,11873.3,4109.5,0,1,0,9.665596144587363,4.709530201312334
Gauthier,Appartement,16600.79051383399,Recent,253,33.59172916370495,-7.631027682825874,922.7815433645914,0,275,3.5,20.0,3.8,18.5,10.2,7,24,56.0433100981996,27,73,31.01430550514961,1,1,372.159479682205,1626.002943727152,670.7935424599043,9,298152.3,2073.4,0,1,0,9.717205594526076,5.53338948872752
Les Princesses,Appartement,15243.90243902439,Recent,164,33.57615385068236,-7.646603948400325,838.1550539044493,0,305,9.1,13.2,4.2,12.8,17.0,3,26,160.0652123283899,15,54,142.7299954129984,1,1,396.1328194599834,3183.462864207319,744.5200111094831,2,1946.6,1261.6,0,0,0,9.63193486201423,5.099866427824199
Palmier (Maarif),Appartement,13538.81278538813,Recent,219,33.58445528837804,-7.628644144120977,517.1940696452835,0,354,3.2,18.3,1.8,16.2,11.2,3,22,98.67600458039526,21,86,170.2187048628327,0,1,823.7532094446294,2160.67955877428,194.8027717918611,11,318013.0,2828.1,0,4,0,9.513315860597462,5.389071729816501
Val Fleury,Appartement,13829.78723404255,Recent,188,33.57383659797085,-7.63568653099825,324.600457384809,1,599,7.2,14.1,2.5,12.1,15.3,5,15,26.33300379427902,13,51,132.1426395492699,0,0,1009.271387519434,3460.685831868296,325.643741291152,5,20879.3,1371.4,1,2,0,9.534580040161762,5.236441962829949
Hopitaux,Appartement,12576.68711656442,Recent,163,33.57293962925356,-7.617179178799539,417.0678668922642,1,204,5.8,17.7,5.4,13.9,12.6,2,15,480.7447018575023,9,28,86.85610704823084,0,1,948.0456258640382,3148.236031452192,712.3505423678762,4,135470.4,0.0,0,5,0,9.439600150307829,5.093750200806762
Derb Ghalef,Appartement,13207.54716981132,Recent,106,33.57360300874474,-7.62615368313091,150.1346803835929,1,252,5.9,15.9,3.2,12.9,13.6,3,16,293.7281716714471,10,32,44.36116862485378,1,1,494.5000264105622,3190.639333774734,458.9950616526353,3,36407.5,0.0,0,1,0,9.48854370047342,4.663439094112067
Oulfa,Appartement,10526.31578947369,Recent,76,33.5491211724601,-7.697171708256167,2958.564075527412,0,227,26.5,9.7,21.5,15.9,34.3,0,2,643.3266019915773,0,5,661.7168565548585,0,0,3099.567178829432,3034.314541461731,1068.232248909522,0,0.0,0.0,0,0,0,9.261633666363734,4.330733340286331
Palmier (Maarif),Appartement,19736.84210526316,Recent,114,33.58424737909542,-7.627345311469383,395.8079170924062,1,307,3.0,18.4,2.1,16.2,11.0,4,17,132.2660379290481,20,85,219.6761672098569,0,2,833.4208613342025,2123.665697860141,98.51312785381529,10,325407.6,2768.5,0,4,1,9.890242325786108,4.736198448394496
Maarif,Appartement,14285.71428571429,Recent,112,33.58131033492506,-7.641641731694908,1249.794069051699,0,961,7.1,15.4,2.4,14.5,14.8,8,28,34.50583425433953,11,72,39.23402886575919,0,0,1112.067888331562,2595.437895810111,668.68962264491,7,37328.7,0.0,1,0,0,9.567015315914915,4.718498871295094
Mandarouna,Appartement,10135.13513513513,Recent,111,33.53455782086969,-7.60390661391004,2264.729009569268,0,286,19.6,17.9,18.1,11.5,25.0,3,9,221.5074317486496,4,8,240.4588872166625,0,0,2609.269224562337,7507.457833138752,74.90945029293142,7,18322.9,1654.3,0,0,0,9.223763392308323,4.709530201312334
Ain Diab,Appartement,36057.6923076923,Recent,208,33.59742533407872,-7.664137978971459,1902.299379374211,0,365,13.2,19.4,10.6,21.0,18.7,0,3,664.5146570894157,2,4,84.17339980155954,1,1,101.4682844656926,448.9171359922195,811.745319520656,1,9863.5,1356.1,0,0,1,10.49287549880522,5.337538079701318
Val Fleury,Appartement,15862.06896551724,Recent,145,33.57421330231831,-7.639641606300239,472.0950724731278,1,552,7.9,13.6,2.9,12.1,15.9,5,18,40.98556809720309,16,54,71.84023713154906,0,1,990.9216499043401,3390.005816983695,208.7051957097424,5,20879.3,1974.0,0,3,0,9.671685938478804,4.976733742420574
Californie,Appartement,19852.94117647059,Recent,136,33.5438376996696,-7.616646934863375,1458.206519216134,0,121,15.9,14.0,13.7,7.9,22.3,0,1,591.756870202422,0,0,1187.263200542596,0,0,2213.463549689189,6377.424495319704,1140.399095866698,0,0.0,1576.1,0,0,1,9.896107445238506,4.912654885736052
Racine,Appartement,19000.0,Recent,108,33.59024471602974,-7.643105913675659,1963.536933905746,0,1000,6.9,18.1,4.4,17.6,13.6,8,28,22.09154107707266,22,59,210.898871619334,0,0,1500.132523327173,1601.064191444963,253.3492110099762,5,36345.6,1796.7,0,1,1,9.852194258148577,4.68213122712422
Oasis,Appartement,20858.89570552147,Recent,163,33.54783205447978,-7.639805523325651,391.6019241117116,1,189,15.6,7.6,11.6,3.1,23.3,2,9,192.5090226030212,1,7,413.1661868685684,1,1,353.8873742451642,6316.352756066283,372.9385464408523,14,19681.0,5522.4,0,1,1,9.945535788779628,5.093750200806762
Sidi Bernoussi,Appartement,9979.79797979798,Recent,99,33.6135477288048,-7.485124197538874,2318.988875387046,0,197,39.7,57.7,44.3,52.5,33.4,4,6,318.8974784845592,1,9,178.6363369836744,0,1,748.088511394016,3384.553113717857,82.96576681128104,5,35565.7,2024.9,1,0,0,9.208318126595415,4.59511985013459
Bachkou,Appartement,16504.85436893204,Recent,103,33.57073558401908,-7.617382638527607,173.411912452208,1,189,6.5,17.1,5.8,13.2,13.4,3,16,245.1447721891169,7,23,160.8998409606561,0,1,849.1940987227174,3393.260546475128,763.4781141266659,3,145088.2,0.0,0,4,0,9.711409820796808,4.634728988229636
La Gironde,Appartement,11023.62204724409,Recent,127,33.5867259201145,-7.604416360047736,240.3876254113587,1,221,4.4,23.6,8.6,19.9,7.0,3,14,151.699866725581,15,57,61.73273743608356,0,0,1072.420898871977,1729.589369085776,785.5704624518314,3,4498.7,6398.0,0,4,0,9.307795708126896,4.844187086458591
Hopitaux,Appartement,15966.38655462185,Recent,119,33.5742223649608,-7.615746794800907,589.1938834457269,0,207,5.4,18.3,5.5,14.5,12.1,2,15,410.8250562941004,6,24,130.095000965704,0,0,1132.33839870148,3004.971814129998,627.7363082583082,6,113214.1,0.0,0,5,0,9.67824095102514,4.77912349311153
Lekrimat,Appartement,14166.66666666667,Recent,60,33.53791393776573,-7.612344680753764,2081.752480365546,0,204,18.0,15.3,16.1,9.0,24.1,1,5,230.0607540696121,0,6,545.9759830546019,0,0,2625.227650501864,7044.090857680347,607.4041110431343,9,26976.7,1387.0,0,0,0,9.558647066244399,4.0943445622221
Racine,Appartement,15104.16666666667,Recent,192,33.58583882504335,-7.639921172358449,1539.911081890495,0,1287,6.1,17.0,2.6,16.1,13.5,13,26,188.7916295510682,20,84,158.4172552014931,0,0,1364.003984405815,2100.200750471587,344.5239308143345,5,39987.3,1623.0,0,1,0,9.622725922928922,5.257495372027781
Belvedere (Roches Noires),Appartement,8275.862068965518,Recent,145,33.59344292896558,-7.594259662504586,252.2227033000356,1,267,7.4,27.3,12.1,23.5,4.9,2,2,115.312223023202,9,23,156.3657045647788,0,1,838.2669253045748,1109.784990957012,249.8100765093757,8,36716.4,1681.5,0,3,0,9.021098372337654,4.976733742420574
Liberte,Appartement,16527.13178294574,Recent,129,33.58447067904631,-7.613010439885858,530.7494839569281,0,252,2.5,21.2,6.0,17.9,8.5,4,20,289.0302468976016,21,71,100.1299990463017,0,1,704.453674417107,1890.856416296653,558.7642077341203,3,119849.6,2179.4,0,1,0,9.7127586599062,4.859812404361672
Belvedere (Roches Noires),Appartement,11206.89655172414,Recent,174,33.59268276477754,-7.590767611947904,280.6771310693891,1,228,8.3,27.9,12.9,23.9,5.6,2,2,240.3807586876749,10,16,155.5685234723148,0,1,768.9628063336205,1362.74852929009,235.8621744408203,7,38367.4,0.0,0,2,0,9.324284631325401,5.159055299214529
Burger,Appartement,14453.125,Recent,128,33.57256030167597,-7.647036703303449,473.9691511805349,1,376,9.9,12.0,4.9,11.6,17.9,2,17,376.9417549390465,21,50,74.46067055874651,1,1,368.5529164468149,3584.340638872734,865.8610835395616,2,3196.6,3675.0,0,1,0,9.578665933134891,4.852030263919617
Gauthier,Appartement,20338.98305084746,Recent,177,33.59181647587049,-7.630271808103362,864.6997973289119,0,210,3.3,20.2,3.9,18.6,10.0,6,22,33.3612226931022,27,74,40.20727298082701,1,1,302.2731962398184,1644.585082816166,629.93286243887,9,306568.0,1619.6,0,1,1,9.92029467085251,5.176149732573829
Ferme Bretonne,Appartement,16535.43307086614,Recent,127,33.56302215721578,-7.646246453061395,207.7486951429761,1,256,12.0,9.3,7.2,8.2,20.1,3,16,394.5178733547561,5,27,214.5134840276051,0,0,1322.086352417236,4633.108385552296,888.2700711284874,1,75513.1,2033.7,0,3,0,9.71326081623506,4.844187086458591
Palmier (Maarif),Appartement,16312.05673758865,Recent,141,33.58369784156536,-7.62890732794768,542.3560708852162,0,387,3.4,18.0,1.6,15.9,11.4,3,21,185.3082985949516,20,83,118.768820303821,0,1,911.0628338041731,2245.738333686072,163.4100647605692,10,307941.4,2719.1,0,4,0,9.69965979052121,4.948759890378168
Hopitaux,Appartement,15546.21848739496,Recent,119,33.57524863059835,-7.616366167504586,683.392491784092,0,248,5.0,18.3,5.2,14.7,11.8,3,17,300.9376572093795,4,36,221.3880087446598,0,0,1146.405661658937,2890.724638547475,552.2945442805037,7,83889.5,0.0,0,5,0,9.651572703942978,4.77912349311153
Hopitaux,Appartement,12847.22222222222,Recent,144,33.57308157942913,-7.617442623304907,429.5418749243973,1,200,5.7,17.6,5.3,13.9,12.6,2,15,452.7106713096981,9,30,107.3248675879367,0,1,933.5017121349905,3133.046238058203,683.4249438252073,4,128824.9,0.0,0,5,0,9.460882897478507,4.969813299576001
La Gironde,Appartement,12921.34831460674,Recent,89,33.57986225164654,-7.595343464350898,323.0814787503821,1,164,7.7,24.2,10.9,19.7,9.4,5,8,166.4624615135603,2,11,475.6984856618779,0,1,719.1422458198339,2511.865851256603,740.5824318267655,4,6503.4,1989.8,0,1,0,9.466636130607293,4.48863636973214
Belvedere (Roches Noires),Appartement,12307.69230769231,Recent,65,33.59584003818113,-7.590187931094762,360.471671145736,1,170,8.7,28.7,13.5,24.9,4.8,2,2,355.3109378384693,3,17,265.7241924418126,0,0,1122.788843821247,1160.976116782466,214.1576172063248,4,32640.1,3174.7,0,2,0,9.417979736754427,4.174387269895637
Bourgogne (Anfa),Appartement,23062.01550387597,Recent,129,33.59609332162234,-7.634579952402157,1459.327572449468,0,258,5.0,20.9,5.3,19.8,10.5,8,26,58.09057511217024,7,57,206.4347044404956,0,1,852.2048831806359,1064.876151412013,366.0273429585602,8,21361.2,2052.3,0,3,1,10.0459421926002,4.859812404361672
Hopitaux,Appartement,13311.47540983607,Recent,122,33.58274168553356,-7.615490970363027,585.6068494561432,0,287,2.6,20.3,5.2,17.1,9.3,5,20,180.2546473366849,17,65,76.5074607292252,0,1,743.0184228404862,2060.1543778071,424.174212802184,5,204140.5,1597.5,0,0,0,9.496381754970503,4.804021044733257
