osm_id,lat,lon
9861704,33.6202793,-7.5412184
9861704,33.6201676,-7.5430021
9861704,33.6200448,-7.5447777
9861704,33.619942,-7.5466096
9861704,33.6198817,-7.5479186
9861704,33.6198415,-7.5489163
9861704,33.6197611,-7.550354
9861704,33.6196673,-7.5511426
9861704,33.6192898,-7.5524166
9861704,33.6189816,-7.5531033
9861704,33.6186666,-7.55357
9861704,33.6170897,-7.5555199
9861704,33.6164308,-7.5564426
9861704,33.6160913,-7.5571507
9861704,33.6158858,-7.5580412
9861704,33.6157987,-7.5587842
9861704,33.6157674,-7.5595513
9861704,33.6162298,-7.560297
9861704,33.6165626,-7.5606912
9861704,33.6167145,-7.5609139
9861704,33.6168396,-7.5609175
9861704,33.6168976,-7.5609192
9861704,33.6171255,-7.5609139
9861704,33.6175275,-7.5613296
9861704,33.617532,-7.5614986
9861704,33.6172863,-7.5619519
9861704,33.6171813,-7.5621825
9861704,33.6169088,-7.5623918
9861704,33.6166631,-7.5624454
9861704,33.6164397,-7.5625983
9861704,33.6162677,-7.562837
9861704,33.6160444,-7.5629282
9861704,33.6151531,-7.5627887
9861704,33.6148583,-7.5634995
9861704,33.6146215,-7.5641057
9861704,33.6141837,-7.5649238
9861704,33.6133059,-7.5664607
9861704,33.6128837,-7.5671205
9861704,33.6123275,-7.5679681
9861704,33.6118539,-7.5688425
9861704,33.6113849,-7.5699288
9861704,33.6109359,-7.570889
9861704,33.6107572,-7.5714523
9861704,33.6105986,-7.5719351
9861704,33.6104199,-7.5724822
9861704,33.6102613,-7.5729087
9861704,33.6101071,-7.573413
9861704,33.6099597,-7.5737107
9861704,33.6098078,-7.5739816
9861704,33.6094258,-7.5743651
9861704,33.609332,-7.5744322
9861704,33.6091466,-7.5745502
9861704,33.6090126,-7.5746253
9861704,33.6081101,-7.5751725
9861704,33.6078085,-7.5754166
9861704,33.607641,-7.5756821
9861704,33.6074757,-7.5760683
9861704,33.6072791,-7.5768006
9861704,33.6069395,-7.578029
9861704,33.606591,-7.5792629
9861704,33.6063922,-7.5800836
9861704,33.6062582,-7.5806844
9861705,33.6747069,-7.4507153
9861705,33.6736489,-7.4521422
9861705,33.6733051,-7.4526411
9861705,33.6729837,-7.4531883
9861705,33.6725322,-7.4540606
9861705,33.6715953,-7.4554977
9861705,33.6712671,-7.4557874
9861705,33.6706756,-7.4564981
9861705,33.6699925,-7.4573699
9861705,33.6691331,-7.4587163
9861705,33.6682781,-7.4601969
9861705,33.6673272,-7.4622917
9861705,33.6672758,-7.4629408
9861705,33.6673741,-7.4636114
9861705,33.6675928,-7.4641505
9861705,33.6678362,-7.4647272
9861705,33.6678518,-7.4648908
9861705,33.6677469,-7.4649498
9861705,33.6675437,-7.464813
9861705,33.6672647,-7.4647272
9861705,33.6669276,-7.4646923
9861705,33.6667959,-7.4647111
9861705,33.6665861,-7.4649096
9861705,33.6662021,-7.4653065
9861705,33.6657735,-7.4657142
9861705,33.6652645,-7.4663633
9861705,33.6647377,-7.4668032
9861705,33.6634654,-7.4675971
9861705,33.6628386,-7.4678536
9861705,33.6619009,-7.4687484
9861705,33.6596566,-7.4720764
9861705,33.6589109,-7.4733102
9861705,33.6583483,-7.4745119
9861705,33.6571427,-7.475574
9861705,33.6566605,-7.4762875
9861705,33.6562653,-7.4773523
9861705,33.6554951,-7.4782294
9861705,33.6551066,-7.4791575
9861705,33.6547002,-7.4803644
9861705,33.6548074,-7.481271
9861705,33.6547851,-7.4820167
9861705,33.6539679,-7.4829447
